PRISM Time Series Data
Location:  Lat: 39.1506   Lon: -122.3658   Elev: 270m
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 1981-01-01 - 2019-06-15
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2019-Jul-16
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
2012-05-25,0.00,8.1,16.3,24.6,1.2,4.49,24.64
2012-05-26,0.00,6.7,13.5,20.4,2.5,1.72,16.80
2012-05-27,2.40,7.5,15.1,22.7,6.9,0.58,17.96
2012-05-28,0.00,7.2,15.8,24.4,6.7,0.60,20.49
2012-05-29,0.00,8.4,16.9,25.5,6.4,1.61,22.98
2012-05-30,0.00,9.4,19.2,29.0,6.1,1.88,30.74
2012-05-31,0.00,13.6,23.7,33.9,7.3,4.60,42.43
2012-06-01,0.00,17.0,26.6,36.2,9.9,6.62,48.12
2012-06-02,0.00,16.4,26.4,36.5,11.0,5.51,48.31
2012-06-03,0.00,13.4,22.3,31.2,8.9,4.44,33.04
2012-06-04,0.00,13.0,22.2,31.4,8.1,3.22,34.44
2012-06-05,1.73,7.2,14.0,20.9,6.6,1.51,14.36
2012-06-06,0.06,7.4,14.1,20.8,3.3,1.71,17.08
2012-06-07,0.00,9.0,18.4,27.7,2.8,3.13,31.31
2012-06-08,0.00,9.8,18.8,27.8,7.4,1.99,27.74
2012-06-09,0.00,8.7,17.9,27.0,3.0,2.63,29.27
2012-06-10,0.00,10.3,18.4,26.5,-2.8,5.80,29.48
2012-06-11,0.00,14.2,23.1,32.1,-1.7,9.92,41.97
2012-06-12,0.00,16.1,25.5,34.9,4.5,7.39,49.46
2012-06-13,0.00,15.7,25.2,34.7,9.2,4.74,43.17
2012-06-14,0.00,15.5,25.7,35.8,8.4,5.14,49.81
2012-06-15,0.00,15.4,25.4,35.5,5.9,7.16,49.18
2012-06-16,0.00,18.0,27.3,36.5,5.1,11.68,51.73
2012-06-17,0.00,19.9,29.9,39.9,6.0,14.32,65.78
2012-06-18,0.00,15.7,27.2,38.8,10.0,4.95,55.79
2012-06-19,0.00,15.3,24.2,33.1,8.6,3.76,39.21
2012-06-20,0.00,14.8,24.1,33.3,2.1,5.77,45.02
2012-06-21,0.00,15.3,25.9,36.4,3.8,7.66,53.77
2012-06-22,0.00,10.8,20.4,30.0,8.1,2.16,29.70
2012-06-23,0.58,9.1,15.4,21.7,8.6,1.55,12.68
2012-06-24,0.00,7.4,15.3,23.1,4.6,1.31,20.03
2012-06-25,0.00,7.5,16.2,24.9,3.6,1.53,24.66
2012-06-26,0.00,8.2,16.1,23.9,5.8,1.34,19.83
2012-06-27,0.00,9.8,18.6,27.4,6.0,1.74,27.90
2012-06-28,0.00,12.7,22.1,31.4,4.4,5.22,39.08
2012-06-29,0.00,12.4,21.9,31.4,8.1,2.59,36.21
2012-06-30,0.00,13.6,22.2,30.7,10.4,2.49,32.46
2012-07-01,0.00,15.2,23.0,30.7,12.9,2.61,28.01
2012-07-02,0.00,14.8,23.2,31.5,12.8,2.14,32.00
2012-07-03,0.00,14.8,24.6,34.3,10.2,3.99,40.54
2012-07-04,0.00,15.1,24.7,34.4,8.6,5.63,44.42
2012-07-05,0.00,14.1,24.3,34.6,8.9,5.29,42.53
2012-07-06,0.00,13.0,22.1,31.1,8.3,4.18,34.30
2012-07-07,0.00,13.3,23.5,33.7,7.3,5.05,42.25
2012-07-08,0.00,15.5,26.3,37.1,5.7,7.74,55.27
2012-07-09,0.00,15.9,26.3,36.7,5.5,8.67,53.08
2012-07-10,0.00,16.1,26.0,35.9,6.5,8.55,50.44
2012-07-11,0.00,17.9,28.0,38.1,8.1,9.39,55.72
2012-07-12,0.00,18.7,29.1,39.4,8.4,10.43,60.86
2012-07-13,0.00,16.8,27.9,39.1,9.1,7.28,58.33
2012-07-14,0.00,14.7,24.2,33.8,10.4,3.63,38.57
2012-07-15,0.00,14.4,23.3,32.2,10.5,2.80,33.32
2012-07-16,0.00,14.5,24.9,35.3,9.8,4.02,44.79
2012-07-17,0.00,11.0,19.9,28.7,9.3,1.46,28.42
2012-07-18,0.00,11.4,17.3,23.2,10.1,1.66,14.45
2012-07-19,0.00,11.7,19.9,28.1,9.0,2.00,26.29
2012-07-20,0.00,12.3,21.2,30.2,8.0,3.31,33.00
2012-07-21,0.00,14.7,24.3,33.8,9.2,4.29,41.28
2012-07-22,0.00,17.4,27.5,37.7,9.0,8.52,54.02
2012-07-23,0.00,18.7,29.1,39.5,8.7,10.12,62.15
2012-07-24,0.00,15.8,25.7,35.6,9.9,6.29,43.54
2012-07-25,0.00,14.6,24.2,33.7,7.0,5.45,42.53
2012-07-26,0.00,14.3,23.9,33.5,6.7,5.66,41.85
2012-07-27,0.00,12.9,23.0,33.1,7.8,3.92,40.45
2012-07-28,0.00,13.0,22.8,32.7,8.7,3.64,37.07
2012-07-29,0.00,14.4,23.9,33.5,8.3,5.17,41.17
2012-07-30,0.00,16.0,25.2,34.3,8.9,7.11,42.25
2012-07-31,0.00,17.2,26.9,36.6,9.4,8.07,50.16
2012-08-01,0.00,17.2,27.0,36.9,8.4,8.75,51.36
2012-08-02,0.00,17.0,27.0,37.1,6.5,8.95,54.31
2012-08-03,0.00,17.4,27.5,37.6,7.1,10.16,53.92
2012-08-04,0.00,17.2,27.3,37.5,8.4,7.96,51.77
2012-08-05,0.00,16.4,25.0,33.6,10.6,5.62,37.29
2012-08-06,0.00,14.3,24.6,34.8,10.3,3.72,40.66
2012-08-07,0.00,14.0,24.4,34.9,8.4,4.80,42.75
2012-08-08,0.00,15.1,25.9,36.7,5.7,7.61,52.53
2012-08-09,0.00,16.5,27.1,37.7,6.2,9.45,55.93
2012-08-10,0.00,17.2,28.2,39.1,7.2,11.14,60.67
2012-08-11,0.00,18.1,28.7,39.4,7.4,10.50,61.70
2012-08-12,0.00,17.5,29.4,41.3,6.5,10.91,68.78
2012-08-13,0.00,19.4,29.7,40.0,5.9,12.45,62.15
2012-08-14,0.00,20.9,31.4,41.8,7.5,14.92,69.10
2012-08-15,0.00,21.6,30.2,38.8,9.4,13.66,54.86
2012-08-16,0.00,17.5,27.5,37.4,7.5,10.96,51.93
2012-08-17,0.00,17.7,27.8,37.9,7.0,10.05,53.11
2012-08-18,0.00,17.5,27.5,37.5,5.8,10.05,54.76
2012-08-19,0.00,17.1,26.7,36.4,6.7,10.07,50.87
2012-08-20,0.00,16.4,25.9,35.5,7.3,9.54,46.38
2012-08-21,0.00,16.3,26.2,36.1,7.9,9.39,47.97
2012-08-22,0.00,15.5,25.0,34.5,8.5,6.51,42.88
2012-08-23,0.00,16.1,25.7,35.3,8.5,7.20,45.26
2012-08-24,0.00,15.6,24.9,34.2,8.3,6.31,42.14
2012-08-25,0.00,15.1,25.3,35.5,6.7,6.21,47.78
2012-08-26,0.00,13.1,23.5,33.9,6.9,4.47,41.99
2012-08-27,0.00,10.9,20.1,29.3,6.8,3.11,31.56
2012-08-28,0.00,11.1,21.2,31.4,8.5,2.78,33.48
2012-08-29,0.00,13.0,23.1,33.1,6.1,4.52,40.15
2012-08-30,0.00,14.1,24.5,34.9,4.7,7.07,47.19
2012-08-31,0.00,13.2,24.2,35.2,3.9,5.65,49.46
2012-09-01,0.00,10.5,19.6,28.6,8.5,1.29,27.10
2012-09-02,0.00,9.7,19.2,28.6,6.3,0.81,29.37
2012-09-03,0.00,12.6,23.4,34.1,4.2,6.92,45.48
2012-09-04,0.00,14.2,24.5,34.8,5.1,7.30,46.55
2012-09-05,0.00,13.7,24.6,35.4,4.1,6.81,49.72
2012-09-06,0.00,12.1,22.5,32.9,3.6,6.55,39.92
2012-09-07,0.00,11.3,22.1,32.8,1.9,6.02,43.43
2012-09-08,0.00,12.7,23.6,34.4,3.0,7.15,46.59
2012-09-09,0.00,13.0,23.8,34.6,4.6,6.33,45.62
2012-09-10,0.00,11.4,22.0,32.5,3.9,4.54,40.94
2012-09-11,0.00,12.7,23.3,33.9,4.8,5.39,46.37
2012-09-12,0.00,13.9,24.1,34.2,5.2,7.20,44.38
2012-09-13,0.00,13.8,24.3,34.8,6.4,6.51,45.46
2012-09-14,0.00,16.0,26.1,36.2,7.7,7.81,49.26
2012-09-15,0.00,14.6,24.7,34.9,7.6,6.64,44.99
2012-09-16,0.00,12.8,23.6,34.4,1.9,6.83,47.35
2012-09-17,0.00,13.7,24.0,34.3,1.3,8.45,47.82
2012-09-18,0.00,13.3,23.7,34.0,3.8,6.39,45.02
2012-09-19,0.00,13.0,23.1,33.2,4.6,5.19,42.24
2012-09-20,0.00,11.4,22.1,32.7,4.8,4.30,40.28
2012-09-21,0.00,11.2,22.3,33.5,4.6,5.15,43.55
2012-09-22,0.00,10.5,21.7,32.9,4.3,5.36,41.55
2012-09-23,0.00,12.8,23.4,33.9,3.8,6.06,45.63
2012-09-24,0.00,13.5,23.5,33.5,4.4,6.27,43.47
2012-09-25,0.00,13.0,22.3,31.6,3.3,6.37,39.01
2012-09-26,0.00,14.2,24.3,34.4,5.4,7.65,46.19
2012-09-27,0.00,14.6,23.6,32.6,7.3,7.15,37.94
2012-09-28,0.00,14.4,24.6,34.7,6.4,6.24,46.74
2012-09-29,0.00,15.2,25.5,35.8,5.7,8.07,50.33
2012-09-30,0.00,15.7,25.8,35.9,4.2,8.83,50.02
2012-10-01,0.00,15.9,26.2,36.6,2.5,9.16,54.84
2012-10-02,0.00,16.8,27.3,37.7,2.3,10.58,59.97
2012-10-03,0.00,17.0,27.1,37.2,2.7,10.74,57.00
2012-10-04,0.00,14.5,25.1,35.7,4.0,6.35,50.93
2012-10-05,0.00,12.2,20.6,29.1,7.6,3.35,29.35
2012-10-06,0.00,9.5,17.0,24.5,8.9,0.96,18.61
2012-10-07,0.00,8.9,16.8,24.7,9.0,0.80,18.44
2012-10-08,0.00,8.5,17.6,26.7,7.7,1.01,24.36
2012-10-09,0.00,8.1,15.8,23.4,6.8,1.17,18.99
2012-10-10,0.00,8.2,16.0,23.7,6.4,1.31,19.42
2012-10-11,0.00,9.1,18.1,27.1,5.9,1.98,27.71
2012-10-12,0.00,8.6,17.1,25.6,7.4,0.87,21.80
2012-10-13,0.00,7.5,12.8,18.1,7.7,0.69,9.18
2012-10-14,0.00,8.1,17.2,26.4,8.9,0.70,23.00
2012-10-15,0.00,10.0,18.2,26.4,10.4,0.97,20.86
2012-10-16,0.00,11.4,20.9,30.4,10.9,1.60,31.43
2012-10-17,0.00,13.4,22.1,30.8,8.6,2.12,30.33
2012-10-18,0.00,12.2,22.4,32.6,-6.2,8.77,46.96
2012-10-19,0.00,11.3,21.9,32.4,2.4,4.61,42.04
2012-10-20,0.00,10.0,19.3,28.6,7.4,2.45,27.97
2012-10-21,0.00,8.4,17.0,25.7,6.0,1.72,23.16
2012-10-22,8.41,7.2,13.6,20.0,1.5,0.47,18.89
2012-10-23,9.51,5.7,10.8,15.8,5.3,0.27,9.54
2012-10-24,1.70,5.2,10.4,15.6,4.3,0.44,10.16
2012-10-25,0.05,5.4,10.7,15.9,6.5,0.27,8.33
2012-10-26,0.00,5.3,11.6,17.8,3.1,0.49,12.74
2012-10-27,0.00,6.7,15.9,25.1,4.3,1.69,25.12
2012-10-28,0.00,10.1,18.8,27.5,9.0,1.60,25.44
2012-10-29,0.00,9.4,18.1,26.8,9.2,1.00,22.88
2012-10-30,0.00,9.0,17.5,26.0,8.8,0.97,21.71
2012-10-31,0.00,8.2,16.8,25.4,8.4,0.74,21.23
2012-11-01,6.71,7.9,11.7,15.5,10.1,0.03,6.00
2012-11-02,0.00,7.1,13.1,19.1,9.5,0.12,9.91
2012-11-03,0.00,7.1,13.5,20.0,8.2,0.35,11.79
2012-11-04,0.00,9.4,16.8,24.3,8.8,0.81,19.31
2012-11-05,0.00,10.7,18.6,26.6,8.6,1.67,23.31
2012-11-06,0.00,11.5,19.6,27.7,7.7,2.42,25.61
2012-11-07,0.00,10.1,18.7,27.4,7.3,2.05,24.93
2012-11-08,0.00,6.1,15.4,24.6,7.3,0.63,20.25
2012-11-09,0.34,1.0,7.0,12.9,1.1,0.58,8.58
2012-11-10,0.01,0.1,6.1,12.2,-0.1,0.32,8.51
2012-11-11,0.00,-0.9,6.4,13.7,-1.3,0.39,10.34
2012-11-12,0.00,0.1,6.9,13.6,-0.9,0.76,9.94
2012-11-13,0.00,2.4,9.3,16.1,0.0,1.00,12.58
2012-11-14,0.00,4.7,11.2,17.7,4.0,0.79,12.00
2012-11-15,0.00,4.8,13.2,21.6,6.1,0.24,15.62
2012-11-16,0.00,6.3,12.8,19.3,4.9,0.77,13.68
2012-11-17,20.41,7.8,10.4,13.0,8.6,0.03,3.82
2012-11-18,13.79,4.4,10.6,16.8,8.4,0.01,7.68
2012-11-19,0.00,3.8,8.4,13.1,4.5,0.37,7.17
2012-11-20,1.27,8.5,12.0,15.5,8.3,0.50,6.56
2012-11-21,13.74,10.4,12.9,15.5,10.5,0.28,4.78
2012-11-22,0.00,5.0,10.7,16.4,6.4,0.29,8.88
2012-11-23,0.00,3.7,11.2,18.6,3.3,0.46,14.52
2012-11-24,0.00,3.5,11.9,20.4,3.9,0.48,15.11
2012-11-25,0.00,3.2,12.0,20.9,4.3,0.71,16.44
2012-11-26,0.00,3.5,11.7,19.8,5.5,0.15,13.38
2012-11-27,0.00,4.8,11.4,18.1,6.1,0.22,9.91
2012-11-28,0.60,5.4,10.1,14.9,6.9,0.16,6.49
2012-11-29,22.98,6.5,10.1,13.6,8.7,0.18,3.48
2012-11-30,42.47,9.8,12.3,14.8,10.4,0.37,4.09
2012-12-01,11.29,10.6,12.8,14.9,10.4,0.50,4.31
2012-12-02,32.82,10.6,13.1,15.5,11.3,0.23,3.80
2012-12-03,13.01,4.2,9.8,15.4,5.9,0.28,8.00
2012-12-04,0.60,3.5,9.1,14.6,5.9,0.28,6.89
2012-12-05,26.27,8.4,9.9,11.5,8.8,0.22,1.98
2012-12-06,1.44,8.0,10.6,13.3,10.1,0.00,1.49
2012-12-07,0.00,4.0,9.5,14.9,6.3,0.26,6.88
2012-12-08,0.00,1.8,9.1,16.5,2.2,0.15,11.26
2012-12-09,0.00,2.6,9.2,15.7,0.1,1.06,11.16
2012-12-10,0.00,6.0,12.5,19.1,2.7,2.57,14.19
2012-12-11,0.00,5.2,12.9,20.7,2.3,2.28,16.77
2012-12-12,0.56,2.2,8.3,14.3,4.2,0.25,7.27
2012-12-13,0.41,-0.4,5.5,11.4,1.6,0.19,6.57
2012-12-14,0.00,-1.3,4.9,11.2,-1.2,0.22,7.63
2012-12-15,0.00,-1.7,4.1,9.8,-0.3,0.17,5.60
2012-12-16,7.56,-0.8,1.8,4.5,1.1,0.11,1.18
2012-12-17,4.22,3.4,7.3,11.2,5.6,0.08,2.51
2012-12-18,0.63,0.1,6.9,13.6,3.6,0.23,7.33
2012-12-19,0.00,-2.3,3.6,9.4,-4.7,0.97,7.63
2012-12-20,0.00,-2.8,2.9,8.6,-4.2,0.77,6.62
2012-12-21,15.30,-0.9,4.6,10.1,1.7,0.26,5.12
2012-12-22,32.51,4.2,6.9,9.6,4.8,0.24,2.87
2012-12-23,12.18,4.3,7.2,10.1,4.0,0.35,4.80
2012-12-24,16.63,2.7,7.3,11.8,5.7,0.13,3.05
2012-12-25,0.00,1.2,6.2,11.1,1.6,0.30,6.44
2012-12-26,14.51,1.9,3.9,5.9,2.6,0.09,1.78
2012-12-27,0.42,1.2,5.8,10.5,2.6,0.09,3.98
2012-12-28,0.00,0.0,5.7,11.3,0.3,0.33,7.03
2012-12-29,0.59,-0.0,3.1,6.2,0.6,0.13,2.92
2012-12-30,0.00,0.6,6.0,11.4,0.4,0.37,7.24
2012-12-31,0.00,-0.9,5.3,11.4,-2.2,0.42,7.79
2013-01-01,0.00,-1.8,4.3,10.5,-3.1,0.38,7.82
2013-01-02,0.00,-1.2,5.4,12.1,-4.4,0.76,9.84
2013-01-03,0.00,-0.4,6.6,13.5,-4.7,1.58,10.91
2013-01-04,0.00,-0.4,6.1,12.6,-2.2,0.83,8.61
2013-01-05,0.00,-0.8,6.8,14.4,-1.0,0.47,10.11
2013-01-06,16.82,1.3,4.2,7.1,2.8,0.12,2.43
2013-01-07,0.00,1.5,6.6,11.6,3.1,0.12,5.25
2013-01-08,0.00,3.3,8.9,14.5,3.7,0.54,6.73
2013-01-09,0.00,2.8,9.5,16.2,4.2,0.12,8.90
2013-01-10,0.87,-0.2,4.7,9.7,1.9,0.11,3.47
2013-01-11,0.00,-1.2,4.1,9.4,-3.0,0.61,6.69
2013-01-12,0.00,-2.8,3.4,9.5,-2.6,0.42,6.33
2013-01-13,0.00,-4.0,2.5,9.0,-6.9,0.77,7.90
2013-01-14,0.00,-4.1,2.2,8.5,-11.0,1.40,8.43
2013-01-15,0.00,-1.8,4.8,11.3,-9.3,1.76,10.70
2013-01-16,0.00,-0.5,6.6,13.6,-4.2,1.36,10.36
2013-01-17,0.00,-0.1,8.5,17.2,-4.5,2.91,14.02
2013-01-18,0.00,0.4,9.5,18.7,-5.1,3.05,15.89
2013-01-19,0.16,2.6,10.7,18.7,-5.5,2.78,16.92
2013-01-20,0.00,-0.1,9.3,18.7,-5.9,2.88,16.97
2013-01-21,0.00,1.5,10.2,18.9,-5.6,2.38,18.01
2013-01-22,0.00,2.1,10.4,18.6,-4.2,2.19,16.31
2013-01-23,0.26,2.0,9.6,17.3,-1.7,1.48,14.03
2013-01-24,13.66,5.5,8.6,11.8,4.8,0.09,6.10
2013-01-25,0.22,7.1,10.6,14.1,8.9,0.03,3.32
2013-01-26,0.48,6.7,11.6,16.6,9.1,0.06,5.99
2013-01-27,0.00,0.9,7.4,13.9,2.8,0.15,8.70
2013-01-28,0.00,-0.3,6.1,12.6,-1.4,0.47,9.60
2013-01-29,0.00,0.4,6.6,12.8,0.2,0.56,8.58
2013-01-30,0.00,1.0,8.5,16.0,1.2,0.57,10.76
2013-01-31,0.00,3.5,11.8,20.0,0.6,1.29,17.61
2013-02-01,0.00,1.0,10.1,19.2,1.6,0.59,14.32
2013-02-02,0.00,3.9,11.6,19.4,0.7,1.91,15.43
2013-02-03,0.00,2.0,10.8,19.6,2.0,0.91,15.30
2013-02-04,0.00,1.7,10.2,18.7,1.9,0.90,14.06
2013-02-05,0.34,2.6,10.7,18.7,2.7,0.73,13.40
2013-02-06,0.00,0.9,7.7,14.4,2.9,0.18,6.82
2013-02-07,4.06,0.8,8.1,15.5,1.2,0.37,10.64
2013-02-08,2.82,0.6,6.4,12.3,1.5,0.17,7.97
2013-02-09,0.00,0.1,6.6,13.1,-3.5,0.51,10.43
2013-02-10,0.00,0.0,7.4,14.8,-6.0,2.14,12.99
2013-02-11,0.00,0.2,8.7,17.1,-4.0,2.00,15.21
2013-02-12,0.00,2.1,10.3,18.5,-3.3,2.19,16.56
2013-02-13,0.00,1.5,9.5,17.5,-0.3,1.57,13.16
2013-02-14,0.00,2.4,11.4,20.5,0.5,2.04,16.46
2013-02-15,0.00,6.4,14.1,21.8,-0.3,3.66,19.46
2013-02-16,0.00,2.0,12.2,22.5,-0.2,1.82,21.54
2013-02-17,0.00,1.5,11.6,21.7,1.2,1.38,19.05
2013-02-18,0.00,2.2,10.5,18.9,-2.4,1.67,17.48
2013-02-19,2.72,0.5,7.4,14.3,1.1,0.44,8.64
2013-02-20,4.17,-0.8,4.6,10.0,-0.7,0.29,6.52
2013-02-21,0.31,-0.2,7.1,14.5,-2.8,1.10,11.46
2013-02-22,0.00,0.2,8.1,16.0,-3.5,1.40,13.75
2013-02-23,0.00,1.9,10.2,18.5,0.6,1.00,14.63
2013-02-24,0.00,2.5,8.2,13.9,-5.5,1.66,11.71
2013-02-25,0.00,1.7,9.8,18.0,-5.0,2.33,16.81
2013-02-26,0.00,1.4,8.9,16.5,-2.6,1.60,14.35
2013-02-27,0.00,1.3,10.6,19.9,-7.0,2.77,19.56
2013-02-28,0.01,3.3,11.8,20.3,-0.6,2.54,17.52
2013-03-01,0.00,6.0,13.8,21.7,4.6,1.24,16.77
2013-03-02,0.00,6.1,15.1,24.1,4.1,1.46,21.54
2013-03-03,0.00,8.6,14.7,20.7,6.5,2.06,13.99
2013-03-04,0.00,5.2,12.3,19.4,6.2,0.62,12.13
2013-03-05,0.00,3.1,11.1,19.1,4.9,0.27,11.84
2013-03-06,11.65,2.5,8.4,14.3,2.3,0.69,9.61
2013-03-07,1.75,0.3,6.2,12.2,1.4,0.21,6.89
2013-03-08,0.00,0.2,6.6,12.9,0.0,0.49,8.02
2013-03-09,0.00,2.5,10.2,18.0,-0.5,1.45,15.17
2013-03-10,0.00,2.5,11.6,20.6,-2.7,1.94,19.56
2013-03-11,0.00,5.3,14.1,22.9,-1.6,3.42,22.66
2013-03-12,0.00,5.4,14.9,24.4,2.9,2.17,22.81
2013-03-13,0.00,7.5,16.2,25.0,6.2,2.02,21.33
2013-03-14,0.00,9.0,17.3,25.7,7.5,1.82,21.94
2013-03-15,0.00,9.1,16.9,24.8,6.1,1.56,20.49
2013-03-16,0.00,8.0,16.5,25.0,5.2,2.40,22.80
2013-03-17,0.00,5.4,15.0,24.5,1.6,2.08,24.64
2013-03-18,0.00,3.9,12.9,21.8,-0.2,1.84,20.44
2013-03-19,0.00,5.5,13.3,21.0,1.6,2.67,18.11
2013-03-20,5.51,6.0,12.3,18.5,5.9,0.38,11.58
2013-03-21,2.53,3.8,10.4,17.0,7.1,0.33,6.99
2013-03-22,0.00,3.0,10.9,18.7,-2.2,1.59,16.78
2013-03-23,0.00,3.1,10.6,18.1,-6.0,3.79,16.39
2013-03-24,0.00,3.1,12.4,21.6,-2.8,2.35,20.81
2013-03-25,0.00,5.2,14.5,23.8,1.8,2.40,22.39
2013-03-26,0.00,5.1,13.3,21.6,3.5,1.16,17.01
2013-03-27,0.00,5.0,12.9,20.7,5.5,0.79,14.70
2013-03-28,0.00,5.7,13.4,21.1,6.9,0.81,13.94
2013-03-29,0.57,6.5,12.3,18.1,7.6,0.29,9.40
2013-03-30,0.00,7.1,16.0,24.9,6.8,0.95,21.24
2013-03-31,9.84,9.4,16.6,23.9,7.6,0.47,19.23
2013-04-01,9.44,8.3,13.1,17.8,9.4,0.15,8.27
2013-04-02,0.00,7.6,13.4,19.1,9.0,0.20,10.32
2013-04-03,0.00,8.2,15.7,23.3,8.8,0.50,16.64
2013-04-04,2.50,7.8,15.8,23.8,9.4,0.36,15.85
2013-04-05,7.44,8.2,13.1,18.1,9.6,0.25,6.81
2013-04-06,0.00,8.1,13.5,18.9,7.9,0.38,10.76
2013-04-07,0.00,9.7,15.1,20.6,7.3,1.25,13.39
2013-04-08,1.27,5.8,12.4,19.0,6.0,0.75,11.15
2013-04-09,0.00,5.5,12.4,19.3,-3.2,3.14,17.13
2013-04-10,0.00,8.0,15.4,22.7,-0.8,5.21,22.29
2013-04-11,0.00,9.4,19.5,29.6,6.4,2.93,31.73
2013-04-12,0.00,9.4,17.1,24.9,-0.1,5.04,25.21
2013-04-13,0.00,8.3,18.1,27.9,3.0,2.99,30.84
2013-04-14,0.00,7.0,16.1,25.2,3.4,2.21,22.61
2013-04-15,0.00,4.1,13.3,22.4,1.1,1.19,20.54
2013-04-16,0.00,3.4,10.0,16.5,-1.9,1.14,12.92
2013-04-17,0.00,5.5,11.8,18.1,-5.0,4.14,16.60
2013-04-18,0.00,5.1,12.6,20.0,-4.7,4.06,19.14
2013-04-19,0.00,7.8,16.4,25.1,1.0,3.90,24.71
2013-04-20,0.00,8.7,18.2,27.7,4.3,3.12,27.43
2013-04-21,0.00,8.4,18.4,28.4,0.1,4.42,32.98
2013-04-22,0.00,10.8,20.7,30.6,2.7,5.41,36.41
2013-04-23,0.00,12.9,21.1,29.3,-2.7,8.21,36.47
2013-04-24,0.00,10.7,19.7,28.7,-4.2,7.19,34.24
2013-04-25,0.00,7.0,18.1,29.1,-2.3,4.06,36.12
2013-04-26,0.00,8.8,18.2,27.5,4.9,2.27,29.15
2013-04-27,0.00,9.6,19.8,30.0,6.9,2.03,31.08
2013-04-28,0.00,12.2,22.0,31.9,7.7,4.42,35.89
2013-04-29,0.00,13.8,23.6,33.3,5.6,6.10,42.24
2013-04-30,0.00,13.9,23.0,32.1,6.2,6.31,37.44
2013-05-01,0.00,13.2,19.9,26.7,-7.4,8.49,31.33
2013-05-02,0.00,12.7,20.4,28.2,-7.6,10.45,34.17
2013-05-03,0.00,12.6,22.6,32.7,-2.4,8.28,44.37
2013-05-04,0.00,13.7,23.7,33.7,0.9,8.24,46.50
2013-05-05,0.00,11.1,20.5,29.9,-0.2,4.15,36.97
2013-05-06,0.00,9.7,15.0,20.4,6.9,2.00,13.45
2013-05-07,3.76,10.0,14.4,18.7,10.3,0.48,8.39
2013-05-08,0.00,10.5,15.8,21.2,10.2,0.62,12.54
2013-05-09,0.00,11.8,18.1,24.4,10.9,0.97,15.92
2013-05-10,0.00,11.6,20.6,29.7,11.2,1.06,26.62
2013-05-11,0.00,13.7,23.2,32.8,11.8,1.96,33.96
2013-05-12,0.00,14.6,24.2,33.9,11.5,3.40,37.84
2013-05-13,0.00,14.0,23.9,33.8,8.6,4.15,43.48
2013-05-14,0.00,14.4,23.6,32.7,9.8,4.43,36.67
2013-05-15,0.00,12.8,23.1,33.4,7.1,4.13,42.17
2013-05-16,0.00,12.1,20.0,27.8,7.2,4.08,26.23
2013-05-17,0.00,8.7,16.1,23.4,7.1,1.64,17.87
2013-05-18,0.00,8.1,16.2,24.3,5.2,1.61,21.26
2013-05-19,0.00,8.8,18.0,27.3,5.2,2.23,27.12
2013-05-20,0.00,11.9,20.5,29.1,0.2,6.89,34.29
2013-05-21,0.00,15.2,23.8,32.3,2.5,8.45,41.25
2013-05-22,0.00,6.2,15.7,25.2,-0.1,4.35,25.64
2013-05-23,0.00,5.1,13.4,21.7,-2.1,2.38,21.60
2013-05-24,0.00,5.9,14.6,23.3,2.4,1.83,21.83
2013-05-25,0.00,7.4,16.5,25.6,3.4,2.14,25.23
2013-05-26,0.00,8.9,17.4,25.9,5.6,2.02,23.71
2013-05-27,0.00,10.0,17.4,24.7,6.6,1.97,21.83
2013-05-28,0.00,11.6,15.7,19.8,10.0,1.04,9.80
2013-05-29,0.00,12.1,18.8,25.5,9.7,1.02,19.84
2013-05-30,0.00,10.1,18.6,27.1,7.5,1.99,26.05
2013-05-31,0.00,9.9,19.6,29.3,4.3,3.29,32.78
2013-06-01,0.00,14.1,24.0,33.9,2.5,8.55,46.22
2013-06-02,0.00,15.8,26.1,36.5,5.9,7.66,51.62
2013-06-03,0.00,15.0,25.2,35.4,7.8,6.33,46.25
2013-06-04,0.00,14.5,25.6,36.8,7.2,5.36,54.96
2013-06-05,0.00,14.2,23.9,33.6,10.3,3.72,39.46
2013-06-06,0.00,15.0,24.9,34.9,12.4,3.73,38.83
2013-06-07,0.00,16.9,26.8,36.8,12.3,4.51,46.80
2013-06-08,0.00,18.1,29.9,41.6,11.2,8.65,68.64
2013-06-09,0.00,19.5,31.0,42.5,10.4,9.08,72.35
2013-06-10,0.00,14.8,22.8,30.8,11.9,3.22,31.74
2013-06-11,1.34,11.7,16.2,20.7,11.8,0.25,8.93
2013-06-12,0.00,11.8,20.6,29.5,10.2,1.26,27.34
2013-06-13,0.00,10.8,20.4,29.9,4.3,4.47,33.46
2013-06-14,0.00,11.0,20.2,29.5,2.7,4.95,34.12
2013-06-15,0.00,13.0,22.5,32.1,1.3,6.60,41.99
2013-06-16,0.00,12.8,22.7,32.7,4.9,6.73,39.70
2013-06-17,0.00,13.6,22.7,31.8,5.7,6.20,37.02
